coach_id,coach_name,first_hc_year,n_hc_seasons_tree,repro_fitness,offspring,coach_canon,career_mean_war,career_total_war,n_hc_seasons,gene_aggression,gene_shotgun,gene_tempo,gene_defensive_scheme
john_rauch,John Rauch,1970,1,1,Ray Malavasi,john rauch,-0.0476473867893219,-0.0476473867893219,1.0,,,,
doug_pederson,Doug Pederson,2016,8,1,Frank Reich,doug pederson,-0.006751076394319527,-0.05400861115455621,8.0,1.8895652916489165,1.0208631763604386,-0.0938472829711594,0.4321507071315094
ed_khayat,Ed Khayat,1971,2,1,Walt Michaels,ed khayat,-0.103780849123001,-0.103780849123001,1.0,,,,
lane_kiffin,Lane Kiffin,2007,2,1,Tom Cable,lane kiffin,-0.1320208311080932,-0.2640416622161864,2.0,-1.3498712806454702,-1.5699762169010198,-1.193116152795671,
john_mazur,John Mazur,1971,2,1,Sam Rutigliano,john mazur,0.030189631068706504,0.06037926213741301,2.0,,,,
joe_thomas,Joe Thomas,1974,1,1,Pete McCulley,joe thomas,,,,,,,
howard_schnellenberger,Howard Schnellenberger,1973,2,1,Pete McCulley,howard schnellenberger,-0.10772266652584075,-0.2154453330516815,2.0,,,,
harvey_johnson,Harvey Johnson,1971,1,1,Tom Flores,harvey johnson,-0.0912640707254409,-0.0912640707254409,1.0,,,,
gene_stallings,Gene Stallings,1986,4,1,Hank Kuhlmann,gene stallings,0.14111024168729774,0.564440966749191,4.0,,,,
gary_moeller,Gary Moeller,2000,1,1,Jim Zorn,gary moeller,,,,,,,
frank_gansz,Frank Gansz,1987,2,1,Rod Rust,frank gansz,-0.0962830887317657,-0.1925661774635314,2.0,,,,
clive_rush,Clive Rush,1970,1,1,John Mazur,clive rush,-0.0850493361711502,-0.0850493361711502,1.0,,,,
herm_edwards,Herm Edwards,2001,8,1,Doug Marrone,herm edwards,-0.08836104348301882,-0.7068883478641506,8.0,-0.37345807363548283,-0.8519330769352598,-0.19997957120824794,
mike_mularkey,Mike Mularkey,2004,5,1,Arthur Smith,mike mularkey,-0.06568399071693418,-0.3284199535846709,5.0,0.46258459632295634,-0.16129566021466643,-0.3382653682386545,0.44408288624215336
mike_martz,Mike Martz,2000,6,1,Lovie Smith,mike martz,0.08923630317052204,0.5354178190231322,6.0,,,,
mike_munchak,Mike Munchak,2011,3,1,Arthur Smith,mike munchak,-0.042926937341690036,-0.1287808120250701,3.0,-0.19563819391937165,-0.4108510812717263,0.14657032729521433,
dave_campo,Dave Campo,2000,3,1,Mike Zimmer,dave campo,-0.0586232542991638,-0.1758697628974914,3.0,,,,
david_shula,David Shula,1992,5,1,Gary Moeller,david shula,-0.14533833066940302,-0.7266916533470151,5.0,,,,
dick_jauron,Dick Jauron,1999,9,1,Todd Haley,dick jauron,-0.004186242204242279,-0.03767617983818051,9.0,-1.5326995372987273,-0.37937919307311446,0.3022970470978481,
wayne_fontes,Wayne Fontes,1989,8,1,June Jones,wayne fontes,0.002692881971597661,0.02154305577278129,8.0,,,,
ray_malavasi,Ray Malavasi,1978,5,1,Bud Carson,ray malavasi,0.03971819156646726,0.19859095783233632,5.0,,,,
rich_brooks,Rich Brooks,1995,2,1,Mike Martz,rich brooks,-0.06902697682380675,-0.1380539536476135,2.0,,,,
zac_taylor,Zac Taylor,2019,7,1,Brian Callahan,zac taylor,-0.02064732321898141,-0.12388393931388847,6.0,0.9080223277786444,1.2642841940290945,-0.5636221147107012,0.21323801961598757
raymond_berry,Raymond Berry,1984,6,1,Rod Rust,raymond berry,0.0726800476646423,0.3634002383232115,5.0,,,,
mike_zimmer,Mike Zimmer,2014,8,1,Kevin Stefanski,mike zimmer,0.004356279885768911,0.034850239086151286,8.0,-0.4903692414022193,-0.27223877613667863,0.13759297248331576,-0.05990019255463009
mike_tomlin,Mike Tomlin,2007,19,1,Bruce Arians,mike tomlin,0.05762444507545893,1.0372400113582607,18.0,0.38916577333547386,0.5715603346983112,-0.06676999258445265,0.10512038128250187
charlie_waller,Charlie Waller,1970,1,1,Bum Phillips,charlie waller,-0.0800508625030517,-0.0800508625030517,1.0,,,,
homer_rice,Homer Rice,1978,2,1,Frank Gansz,homer rice,-0.1550010740756988,-0.1550010740756988,1.0,,,,
mike_tice,Mike Tice,2002,4,1,Scott Linehan,mike tice,-0.05708594620227812,-0.2283437848091125,4.0,,,,
mike_smith,Mike Smith,2008,7,1,Dirk Koetter,mike smith,0.0011967292853764006,0.008377104997634804,7.0,0.08369060090948612,-0.601759144853334,0.13129647911772233,
mike_sherman,Mike Sherman,2000,6,1,Joe Philbin,mike sherman,0.051065395275751733,0.3063923716545104,6.0,,,,
antonio_pierce,Antonio Pierce,2024,1,0,,antonio pierce,-0.0300659880161285,-0.0300659880161285,1.0,-0.48461923918129235,0.31666261617467867,-0.08700090138865899,-0.35864824218361224
arthur_smith,Arthur Smith,2021,3,0,,arthur smith,-0.06412451175053917,-0.1923735352516175,3.0,-0.13814495087245876,0.664718873676069,0.1564850278033213,-0.2619267720663399
ben_johnson,Ben Johnson,2025,1,0,,ben johnson,,,,,,,
ben_mcadoo,Ben McAdoo,2016,2,0,,ben mcadoo,-0.0673490045309067,-0.1346980090618134,2.0,0.2864646038411375,0.6600236349955793,2.7961274637842815,-0.3773862336137146
bill_johnson,Bill Johnson,1976,3,0,,bill johnson,-0.0799504198392232,-0.23985125951766958,3.0,,,,
jim_ringo,Jim Ringo,1976,2,0,,jim ringo,-0.1155716843128204,-0.1155716843128204,1.0,,,,
jim_schwartz,Jim Schwartz,2009,5,0,,jim schwartz,-0.13542509675025935,-0.6771254837512968,5.0,-0.30255467870846486,0.6815642927503404,0.11618866642260542,
todd_haley,Todd Haley,2009,3,0,,todd haley,-0.06931517971356713,-0.20794553914070138,3.0,-0.925059874062839,-0.7449660018382575,0.9141658351123366,
rod_rust,Rod Rust,1990,1,0,,rod rust,-0.1924485564231872,-0.1924485564231872,1.0,,,,
brian_callahan,Brian Callahan,2024,2,0,,brian callahan,-0.0780724213123321,-0.0780724213123321,1.0,-0.9249126659133576,1.1564102219229342,-1.0804564835946184,-0.7575874175784217
shane_steichen,Shane Steichen,2023,3,0,,shane steichen,0.02799673378467555,0.0559934675693511,2.0,0.3508722241552589,1.99206845978898,0.647490947853787,-0.7728245234941009
scott_linehan,Scott Linehan,2006,3,0,,scott linehan,-0.16214879353841144,-0.4864463806152343,3.0,-0.19511132225995706,-1.0821974254969993,-0.36450218328796985,
ernie_hefferle,Ernie Hefferle,1975,1,0,,ernie hefferle,,,,,,,
ed_hughes,Ed Hughes,1971,1,0,,ed hughes,-0.0238758193016052,-0.0238758193016052,1.0,,,,
ed_biles,Ed Biles,1981,3,0,,ed biles,-0.11556502287387847,-0.3466950686216354,3.0,,,,
lou_holtz,Lou Holtz,1976,1,0,,lou holtz,0.0459313513517379,0.0459313513517379,1.0,,,,
dirk_koetter,Dirk Koetter,2016,3,0,,dirk koetter,-0.07118015487988787,-0.21354046463966359,3.0,1.6462429199625415,-0.516642219472213,0.34314930697682366,-0.24176007745315012
kliff_kingsbury,Kliff Kingsbury,2019,4,0,,kliff kingsbury,0.02655837326049805,0.1062334930419922,4.0,0.8074457257612625,1.9862731953399415,2.5777919326791046,1.0773404242522968
leslie_frazier,Leslie Frazier,2011,3,0,,leslie frazier,-0.08095119673411054,-0.2428535902023316,3.0,-0.9646688766287094,-1.1836810417071035,-0.3221454677559109,
liam_coen,Liam Coen,2025,1,0,,liam coen,,,,,,,
larry_wilson,Larry Wilson,1979,1,0,,larry wilson,,,,,,,
jonathan_gannon,Jonathan Gannon,2023,3,0,,jonathan gannon,0.03073577655553815,0.0614715531110763,2.0,0.7553464228901443,0.7371184985988659,-0.42222017874214285,-1.221220378938895
june_jones,June Jones,1994,3,0,,june jones,-0.0081773300965627,-0.0245319902896881,3.0,,,,
kellen_moore,Kellen Moore,2025,1,0,,kellen moore,,,,,,,
ken_meyer,Ken Meyer,1977,1,0,,ken meyer,-0.0785536269187927,-0.0785536269187927,1.0,,,,
kevin_gilbride,Kevin Gilbride,1997,2,0,,kevin gilbride,-0.0578481676340103,-0.1156963352680206,2.0,,,,
kevin_o'connell,Kevin O'Connell,2022,4,0,,kevin o connell,0.14151792724927267,0.424553781747818,3.0,1.0298227551271995,-0.05490379108699726,0.7244722491725478,-0.08261280805875443
kevin_stefanski,Kevin Stefanski,2020,6,0,,kevin stefanski,0.10543406600952147,0.5271703300476074,5.0,0.9028277771653892,0.20831002415156513,-0.1462744504689005,0.39780145483986845
jim_zorn,Jim Zorn,2008,2,0,,jim zorn,-0.16662293672561646,-0.3332458734512329,2.0,-1.3589558742823873,-1.2531453186482817,-0.3679661073844068,
john_north,John North,1973,3,0,,john north,-0.027952550363540635,-0.0838576510906219,3.0,,,,
joe_bugel,Joe Bugel,1990,5,0,,joe bugel,-0.06821869015693663,-0.34109345078468317,5.0,,,,
joe_judge,Joe Judge,2020,2,0,,joe judge,-0.0947479330062866,-0.1894958660125732,2.0,0.32166672952205966,0.41002447933351255,0.7781874667051922,-1.6786096881382009
jim_tomsula,Jim Tomsula,2015,1,0,,jim tomsula,0.0184333026409149,0.0184333026409149,1.0,0.33685019456752724,-0.08592553942253614,0.034731083883142555,
john_ralston,John Ralston,1972,5,0,,john ralston,0.13583724631309504,0.6791862315654752,5.0,,,,
brian_schottenheimer,Brian Schottenheimer,2025,1,0,,brian schottenheimer,,,,,,,
brian_flores,Brian Flores,2019,3,0,,brian flores,0.03809960982004797,0.1142988294601439,3.0,1.1410090701486333,1.1695205367896078,0.28496218933311673,1.2622038838489018
brian_daboll,Brian Daboll,2022,4,0,,brian daboll,-0.014173121229807536,-0.04251936368942261,3.0,0.05887286686882631,0.8428662378256505,-0.05647633576265868,1.324311842790159
steve_wilks,Steve Wilks,2018,1,0,,steve wilks,-0.0332214534282684,-0.0332214534282684,1.0,-0.9148655963568202,0.1053552952679946,-0.5567342586518234,0.8465232835797982
j.d._roberts,J.D. Roberts,1970,3,0,,j d roberts,-0.14373406216303503,-0.4312021864891051,3.0,,,,
vance_joseph,Vance Joseph,2017,2,0,,vance joseph,-0.04846805334091185,-0.0969361066818237,2.0,-0.3827575371763515,0.17585377738154112,0.03500886256914495,1.2015446303800459
jerry_smith,Jerry Smith,1971,1,0,,jerry smith,,,,,,,
jerod_mayo,Jerod Mayo,2024,1,0,,jerod mayo,-0.0543219789981841,-0.0543219789981841,1.0,-0.6800871173776303,0.8784546011365657,-0.2682864881181377,-0.1511944225305365
marc_trestman,Marc Trestman,2013,2,0,,marc trestman,-0.05197723209857935,-0.1039544641971587,2.0,0.5800392157568074,0.353600254980165,-1.1050080611705417,
matt_eberflus,Matt Eberflus,2022,3,0,,matt eberflus,-0.18132705955505365,-0.5439811786651609,3.0,0.1712085770861637,0.9340610003186791,-0.010057406690427614,-0.6298135933928553
chip_kelly,Chip Kelly,2013,4,0,,chip kelly,-0.07622056603431696,-0.3048822641372678,4.0,-0.4369634724198651,1.9071733907573092,5.624735507849739,-0.5019749672608169
cam_cameron,Cam Cameron,2007,1,0,,cam cameron,-0.199984610080719,-0.199984610080719,1.0,0.6982611194536421,-1.2329138610589725,-0.477778740528573,
mike_riley,Mike Riley,1999,3,0,,mike riley,-0.051380495230356836,-0.1541414856910705,3.0,,,,
mike_mcdaniel,Mike McDaniel,2022,4,0,,mike mcdaniel,0.11345804678599032,0.340374140357971,3.0,0.877330028324976,1.0832792089953258,-0.6809506254714877,0.7512050972340769
mike_macdonald,Mike Macdonald,2024,2,0,,mike macdonald,0.0972176463127135,0.0972176463127135,1.0,0.2913387264463545,1.2981875848435405,0.7786499285726025,0.3211084988804754
matt_rhule,Matt Rhule,2020,3,0,,matt rhule,-0.0244392568747203,-0.0733177706241609,3.0,0.5938941148108359,0.16422603636948954,-0.2614192783082406,0.11842101146709443
marty_mornhinweg,Marty Mornhinweg,2001,2,0,,marty mornhinweg,-0.1576302796602249,-0.3152605593204498,2.0,,,,
freddie_kitchens,Freddie Kitchens,2019,1,0,,freddie kitchens,-0.0830887556076049,-0.0830887556076049,1.0,1.2283065947469036,0.5814960335333649,-0.7984495743008158,0.4931481833254167
hank_bullough,Hank Bullough,1986,1,0,,hank bullough,-0.1122174027442932,-0.1122174027442932,1.0,,,,
gunther_cunningham,Gunther Cunningham,1999,2,0,,gunther cunningham,-0.08254191279411315,-0.1650838255882263,2.0,,,,
gregg_williams,Gregg Williams,2001,3,0,,gregg williams,-0.04753214120864866,-0.142596423625946,3.0,3.080409620628656,0.1139709524118298,-0.8249911848269182,1.8875700708247651
greg_schiano,Greg Schiano,2012,2,0,,greg schiano,-0.1746915578842163,-0.3493831157684326,2.0,0.21621199857860884,-0.689075338839094,-0.4771042535893151,
hank_kuhlmann,Hank Kuhlmann,1989,1,0,,hank kuhlmann,,,,,,,
dennis_allen,Dennis Allen,2012,6,0,,dennis allen,-0.10044254268805182,-0.602655256128311,6.0,-0.758569728254091,0.09309360574999336,0.11454172691195613,0.14817001390479503
david_culley,David Culley,2021,1,0,,david culley,-0.1190360531330108,-0.1190360531330108,1.0,-1.6584420162226297,0.2432592460427888,-0.2625114790023335,-0.8183629131951421
demeco_ryans,DeMeco Ryans,2023,3,0,,demeco ryans,0.04196756787300105,0.0839351357460021,2.0,1.2127297631297242,0.013469785688925949,-0.34172394900567665,0.23346047484282062
nathaniel_hackett,Nathaniel Hackett,2022,1,0,,nathaniel hackett,-0.1169178183555603,-0.1169178183555603,1.0,0.4026487699421395,0.5286898694385618,0.3996929860881874,-1.5799531714959476
dick_macpherson,Dick MacPherson,1991,2,0,,dick macpherson,-0.0395499169826508,-0.0790998339653016,2.0,,,,
dick_lebeau,Dick LeBeau,2001,2,0,,dick lebeau,-0.010423690080642693,-0.020847380161285387,2.0,,,,
dave_canales,Dave Canales,2024,2,0,,dave canales,-0.0242754384517669,-0.0242754384517669,1.0,0.6460602389869886,0.3391599645659885,-0.9277197216610332,-0.2079258862655564
dave_mcginnis,Dave McGinnis,2001,3,0,,dave mcginnis,-0.0510937124490738,-0.1532811373472214,3.0,,,,
paul_wiggin,Paul Wiggin,1975,3,0,,paul wiggin,-0.16208474171956377,-0.4862542251586913,3.0,,,,
raheem_morris,Raheem Morris,2009,5,0,,raheem morris,-0.04851490483283992,-0.19405961933135968,4.0,-0.08933009536499661,-0.18838624882415572,-0.43992562370204097,0.17822516215167428
pat_peppler,Pat Peppler,1976,1,0,,pat peppler,,,,,,,
rich_kotite,Rich Kotite,1991,6,0,,rich kotite,-0.07604932288328808,-0.4562959372997285,6.0,,,,
pat_shurmur,Pat Shurmur,2011,4,0,,pat shurmur,-0.20721963793039316,-0.8288785517215727,4.0,0.03381219633139434,0.17373521321226135,0.547802954175648,0.1018728089396078
richard_williamson,Richard Williamson,1990,2,0,,richard williamson,-0.1012982130050659,-0.1012982130050659,1.0,,,,
richie_petitbon,Richie Petitbon,1993,1,0,,richie petitbon,-0.1234912574291229,-0.1234912574291229,1.0,,,,
robert_saleh,Robert Saleh,2021,4,0,,robert saleh,-0.0011021357417106744,-0.004408542966842698,4.0,0.41821996831181774,0.6663749255381654,-0.25876143771036475,-0.8309867342131074
rob_chudzinski,Rob Chudzinski,2013,1,0,,rob chudzinski,-0.0678592920303344,-0.0678592920303344,1.0,1.067222588940646,0.2546125308196496,0.2794216731603454,
aaron_glenn,Aaron Glenn,2025,1,0,,aaron glenn,,,,,,,
abe_gibron,Abe Gibron,1972,3,0,,abe gibron,-0.1212746357440948,-0.3638239072322844,3.0,,,,
